sourceid_uber,name,image_url,Coke_shows,city,food_type,Coke_in_Menu
a75c21ca-b7e1-4982-91ff-83a800e037f7,None,https://duyt4h9nfnj50.cloudfront.net/sku/d15937697ddb08e4c91a906b095ad262,not-Coke,None,None,None
5c40d6b5-b997-4cbd-b828-13b231a61905,None,https://duyt4h9nfnj50.cloudfront.net/sku/58930533079a84ed42c24d627a5d0283,not-Coke,None,None,None
c11d9477-e8bc-4b23-b417-87cd2ec4311c,None,https://duyt4h9nfnj50.cloudfront.net/sku/ef2d63faa6b1a69a7b49f9c66b40bcd9,not-Coke,None,None,None
d92a6812-9979-4391-b59d-68afaf39b169,None,https://duyt4h9nfnj50.cloudfront.net/sku/0b58df6d721d5b5245b5ad1b7cbca273,not-Coke,None,None,None
80e9b00e-e78e-45c9-b20d-f17c8b072cbe,None,https://duyt4h9nfnj50.cloudfront.net/sku/4a1a67e397538beeccb5b295d1140aab,not-Coke,None,None,None
d8f51157-c8b4-46ed-9222-188f014f099b,None,https://duyt4h9nfnj50.cloudfront.net/sku/0847e1e2af6e3c3273d59e66c98db58e,not-Coke,None,None,None
66ec1b96-2897-4a87-83c6-bc92452098d5,None,https://d1ralsognjng37.cloudfront.net/c4cc9974-586b-4906-b025-bc0621c777ec,not-Coke,Perth,Thai,coke
b5023859-ea89-42a9-9532-e01a892124f9,None,https://duyt4h9nfnj50.cloudfront.net/sku/0a9e3a53a19f3869be67b7e566755a70,not-Coke,None,None,None
85d23fbb-7c02-49e7-bdd5-60b35127009a,None,https://duyt4h9nfnj50.cloudfront.net/sku/ed592d90631e927b13fbfb47f90540f1,not-Coke,None,None,None
e771f87e-428d-400b-96be-3b517f907349,None,https://duyt4h9nfnj50.cloudfront.net/sku/b73baecf140ef3699bcb544077a2355a,not-Coke,None,None,None
37fee9c7-5bbf-4e31-be40-27633cf4595c,None,https://d1ralsognjng37.cloudfront.net/ac8457f7-3653-49d0-b66c-d38cd3d38b90,not-Coke,Christchurch,American,coke
f05ac5cf-3940-4e90-bff3-cd1633d79c48,None,https://duyt4h9nfnj50.cloudfront.net/sku/94078121708a5870a00bf55db058256c,not-Coke,Melbourne,Chinese,coke
57268d85-64f5-4304-9eb2-f45eca6d2c09,None,https://d1ralsognjng37.cloudfront.net/c8c463dc-041c-49eb-910e-86d46d5db88c,not-Coke,Melbourne,Cafe,coke
137a1bf3-c53d-4dd2-b9db-98290dbd49fa,None,https://duyt4h9nfnj50.cloudfront.net/sku/a55bc717f7eecf88c2df981987d6df46,not-Coke,None,None,None
f747f37e-9349-474a-ac2e-c6be385a0380,None,https://duyt4h9nfnj50.cloudfront.net/sku/9a8f5ddede646e8be4d8a048e640bed4,not-Coke,None,None,None
4ffd05b4-e3fe-42a0-b3a4-be69a57c4fad,None,https://duyt4h9nfnj50.cloudfront.net/sku/5e6a0da387cbd365150e05085471dbbb,not-Coke,Melbourne,Healthy,coke
bb2acdf7-b9f7-4d2a-b803-5509702fa73d,None,https://d1ralsognjng37.cloudfront.net/765191e6-0fac-466f-b50b-a01d6d00a5c5,not-Coke,Christchurch,Italian,coke
a34abec8-ccff-4567-bbe9-813192e7a788,None,https://duyt4h9nfnj50.cloudfront.net/sku/04e6aeda2abaaaf7ddb2a16d4ce94b11,not-Coke,Melbourne,Japanese,coke
76698cc5-2361-461c-bfbc-9f85ab87f6a4,None,https://duyt4h9nfnj50.cloudfront.net/sku/250022add28de09ac589f326d439a033,not-Coke,Melbourne,Asian,not-coke
7238151b-820f-4146-aa09-9081b2063360,None,https://d1ralsognjng37.cloudfront.net/6cad843c-419b-47e4-ab43-bac90576b205,not-Coke,Melbourne,Other,coke
230f9701-b946-41df-9644-62cd1781ff83,None,https://d1ralsognjng37.cloudfront.net/d55d9270-f5ad-404f-ab65-271ddd09aac4,not-Coke,Melbourne,American,coke
8a9efc01-dc26-4631-99a2-479328a46abd,None,https://d1ralsognjng37.cloudfront.net/86454334-6032-40f5-b58f-3b834586a69d,not-Coke,None,None,None
3176a8ce-50bc-49a9-a7b3-e6ac0ff59539,None,https://d1ralsognjng37.cloudfront.net/3970ab63-18f5-4d00-979f-68af6a1e67a9,not-Coke,Christchurch,Thai,coke
efddf9d7-6b51-4327-87f9-e9a0b4c10d54,None,https://duyt4h9nfnj50.cloudfront.net/sku/930d01324103838908ccad9f443a0bea,not-Coke,None,None,None
49db32a0-e872-4bdc-a9fd-c5a2b38e0b16,None,https://duyt4h9nfnj50.cloudfront.net/sku/204af784e3e45528cbc02ebc730c06d5,not-Coke,None,None,None
96f62303-e6b8-4d62-b948-1e5f2491c087,None,https://duyt4h9nfnj50.cloudfront.net/sku/915d574f5c4e4283a7970dfbbe0dd2e5,not-Coke,Melbourne,Korean,coke
cead7243-e479-4265-81e1-b23cfc2f7d50,None,https://duyt4h9nfnj50.cloudfront.net/sku/411b1a292f8beb3b5fba34ae135e0377,not-Coke,None,None,None
743937b6-769e-457b-886f-da0f1953240e,None,https://d1ralsognjng37.cloudfront.net/bca901eb-a730-499c-afdf-d7424c2ff646,not-Coke,None,None,None
a04cbf1f-d24a-4d3d-92d3-990525575b3a,None,https://duyt4h9nfnj50.cloudfront.net/sku/f01b92b99ab61bb37e1c14815c59f9aa,not-Coke,None,None,None
862635ac-55e0-4667-9b13-c815eb22f2c9,None,https://d1ralsognjng37.cloudfront.net/3a30b155-59ec-4e41-a422-75a90931fa0d,not-Coke,Christchurch,Chinese,coke
d2313a8d-e4e5-4032-90a6-4441bb7b2211,None,https://duyt4h9nfnj50.cloudfront.net/sku/9a66938ab60a8afd72ff06e90820a6b3,not-Coke,None,None,None
7e67bfd8-3930-4eea-8eda-2fc9702699fc,None,https://duyt4h9nfnj50.cloudfront.net/sku/1f8da1aa0793e519698ea5d4b13a9dc7,not-Coke,None,None,None
5f80726e-2dda-44c3-b593-fd94667f2f1d,None,https://d1ralsognjng37.cloudfront.net/b687fa8d-d902-4fe9-89b7-5298af525fa0,not-Coke,None,None,None
856c0600-ac61-4eed-a4a2-d0435ad6a105,None,https://duyt4h9nfnj50.cloudfront.net/sku/9011bafe197a8a1e44ca490c10ae923b,not-Coke,None,None,None
9cc66c68-1d0e-46c8-a0ab-e2f6502b4602,None,https://duyt4h9nfnj50.cloudfront.net/sku/4ce5e430313062d5c270e55bb49f57e0,not-Coke,Melbourne,Japanese,not-coke
f413070d-d95b-47fb-9b45-89fb8ea58558,None,https://duyt4h9nfnj50.cloudfront.net/sku/c161c0447aa1359208b668875cfdcfc3,not-Coke,None,None,None
5c12ba7d-bd51-4bbd-88a8-2248521d2078,None,https://duyt4h9nfnj50.cloudfront.net/sku/978bca4b1ba1fe5e12a7480a5c172a4e,not-Coke,None,None,None
13c54a47-2315-43bb-a4df-e41e2458536d,None,https://duyt4h9nfnj50.cloudfront.net/sku/19c0395a27cf44e7abdb68d681cedefc,not-Coke,None,None,None
6df3f1e6-310e-4434-b0f7-f386561a1e1d,None,https://d1ralsognjng37.cloudfront.net/28354e03-74a7-4900-ba72-e83a055e52b5,not-Coke,None,None,None
15ee3351-4122-4f56-93cd-1d1289c79a73,None,https://duyt4h9nfnj50.cloudfront.net/sku/8dd415b2ad379a816778b2cd592d5d0a,not-Coke,None,None,None
4270158f-5e4b-4f74-9469-98259391661b,None,https://d1ralsognjng37.cloudfront.net/9c5e9a64-4d29-440f-a537-b8ab60d37632,not-Coke,None,None,None
c5b695fe-dcfd-40c2-915b-342b24cb1841,None,https://duyt4h9nfnj50.cloudfront.net/sku/a9e209d77f90c0c605c374636f545777,not-Coke,None,None,None
5f9898eb-5145-48ea-8dcf-eb4ea641c9cb,None,https://duyt4h9nfnj50.cloudfront.net/sku/872b5ff24008f5abf6f106aef1a823d6,not-Coke,Melbourne,Cafe,not-coke
d77199a6-343a-49b2-a80f-d0ac0e1f6258,None,https://duyt4h9nfnj50.cloudfront.net/sku/62d724da9829b6924b1eb2e2fb266cc0,not-Coke,Melbourne,Asian,coke
4d84a6e7-c8dd-4428-b124-e21706e8940f,None,https://duyt4h9nfnj50.cloudfront.net/sku/8c66e30872d96824f5987b7012de8b06,not-Coke,None,None,None
7ae6f19e-0742-4674-8081-aabf5410b66a,None,https://duyt4h9nfnj50.cloudfront.net/sku/97d59256ed4bf33786b7c71db7b302cc,not-Coke,Perth,Thai,coke
fa2f46c0-1035-47e7-826f-7541986feae9,None,https://duyt4h9nfnj50.cloudfront.net/sku/49cd438ce35dbae19ba6771fbbda9f1d,not-Coke,None,None,None
3e7e5339-6489-4dd0-8d37-8c37c3d0798d,None,https://d1ralsognjng37.cloudfront.net/6f60dd46-2428-45f4-a8d8-f70443a7f358,not-Coke,Melbourne,American,coke
39deb92d-2c41-42d4-894d-64f5a07a08a6,None,https://duyt4h9nfnj50.cloudfront.net/sku/d849eca96c72d61517384c039462e25a,not-Coke,None,None,None
0e3e53a5-eee2-4bbf-b91e-666336978a59,None,https://duyt4h9nfnj50.cloudfront.net/sku/c175f96976d68ef1cdaa422b9cc621f6,not-Coke,Melbourne,Cafe,not-coke
d0ec473b-99b8-4f04-8aa9-fb2fd76e1e8f,None,https://d1ralsognjng37.cloudfront.net/4af11b7c-c2cf-40a1-99c7-efb6b776cef7,not-Coke,Melbourne,Cafe,coke
1a199165-97c0-4281-b223-c9c9da26b126,None,https://d1ralsognjng37.cloudfront.net/63eccf76-63ea-4af8-a44f-2386b4d714bc,not-Coke,Melbourne,American,not-coke
4b910ff1-bea6-47f9-bc1c-d11afda2d418,None,https://duyt4h9nfnj50.cloudfront.net/sku/d4a59f161cd6cb1514224802715f3464,not-Coke,None,None,None
0ce9f4a2-89a8-49e5-aa78-9a61d248b095,None,https://duyt4h9nfnj50.cloudfront.net/sku/ee5a1e25f8bec8a7c0e7a41806622fab,not-Coke,None,None,None
455dbf56-b103-4667-8777-3f97cfe3b2aa,None,https://d1ralsognjng37.cloudfront.net/b529ccea-9485-4517-a97a-c8963504b371,not-Coke,Christchurch,Indian,not-coke
ae6df9e5-fcbd-4450-ba48-b8095e3287ab,None,https://d1ralsognjng37.cloudfront.net/577ac3f8-586f-4f9f-bdd6-ab00140d5354,not-Coke,None,None,None
547594b3-5579-4ea4-bd13-45e17027e40a,None,https://d1ralsognjng37.cloudfront.net/cbec87e0-54ff-421e-8bc5-bddc10719f83,not-Coke,Christchurch,American,coke
104837b8-12aa-4ec3-abcf-e0320df3e465,None,https://duyt4h9nfnj50.cloudfront.net/sku/f0d81f60ab51a4868b44e3af24ea9b51,not-Coke,None,None,None
de90cc44-cea2-4e07-bec9-97d6fac69d18,None,https://duyt4h9nfnj50.cloudfront.net/sku/1a1f3f8925e69ec47e9963558703ba46,not-Coke,None,None,None
8f854c74-0655-405b-9327-85dd33890461,None,https://duyt4h9nfnj50.cloudfront.net/sku/2fe49047626ed1b8b04da51fecfc79ee,not-Coke,None,None,None
f30dfbe6-4ebe-46d3-905c-5f8500dd3ae1,None,https://d1ralsognjng37.cloudfront.net/c8ea92b7-97fb-4334-864f-2d13fafc9e94,not-Coke,None,None,None
a64b3f37-8480-4e2b-bd7d-3b3774b1ee1a,None,https://duyt4h9nfnj50.cloudfront.net/sku/87e87ef8da70e1ac0a44659d25b89ea9,not-Coke,None,None,None
87135c43-f3dc-456f-8498-e7f3615c2328,None,https://duyt4h9nfnj50.cloudfront.net/sku/7945203deca857867853bc81df5ed75e,not-Coke,None,None,None
d711c452-490f-4c58-b049-43bdb115dd6d,None,https://duyt4h9nfnj50.cloudfront.net/sku/2d43245cbf2d1ff0cd0c1756ee55f05c,not-Coke,None,None,None
86edf48b-7e7a-46f7-b452-8a7aa0a251c4,None,https://duyt4h9nfnj50.cloudfront.net/sku/b9bb090296efbe0d12bd087956aacedf,not-Coke,Melbourne,Healthy,not-coke
7db94a4f-fbcc-47ab-9930-983fe0341ab6,None,https://duyt4h9nfnj50.cloudfront.net/sku/b2e677e7a6f39f1efc0e9c7203179bd5,not-Coke,None,None,None
a71fc699-9ece-4b32-9056-a42f38c87d37,None,https://duyt4h9nfnj50.cloudfront.net/sku/90f6d6113c085985cdf07c0de92854c3,not-Coke,None,None,None
f6c11bab-d312-4ed8-bd0c-dd5bbfadb7c1,None,https://duyt4h9nfnj50.cloudfront.net/sku/0da029ca870c7020dde7468cf34f4943,not-Coke,None,None,None
b4eebb26-a78c-4552-8507-53f9f3bcb4e4,None,https://duyt4h9nfnj50.cloudfront.net/sku/cb0918ebd141c7c6214a603e4a7125d0,not-Coke,None,None,None
25805f04-67d4-4d3e-b9db-a9f65e9667d1,None,https://d1ralsognjng37.cloudfront.net/29135128-c2d5-4210-b2b1-5ed3562ccd9b,not-Coke,None,None,None
cb041b2b-e5ed-45fa-98bb-1a40583980d7,None,https://duyt4h9nfnj50.cloudfront.net/sku/f211df72255ff175c52847aaad014af8,not-Coke,None,None,None
acbf4236-56a3-4459-adae-8fe28a80b00c,None,https://duyt4h9nfnj50.cloudfront.net/sku/db4f7a91effdd110fd0436fe882ef976,not-Coke,None,None,None
a58be6c5-e73d-4c2c-b17c-1d2af3171056,None,https://d1ralsognjng37.cloudfront.net/28d37dda-e2a3-4166-ae53-d2b54aef7bc2,not-Coke,Melbourne,Healthy,not-coke
cc0e2713-157a-4ebd-9793-f5a018618cf8,None,https://duyt4h9nfnj50.cloudfront.net/sku/b3e8180552bcc8922a7126f1e46072a7,not-Coke,None,None,None
4b9db890-7f5d-45dd-b0c7-061c62b2031d,None,https://duyt4h9nfnj50.cloudfront.net/sku/72b46deadaec88d01d4610c6f61bff07,not-Coke,None,None,None
cdecf3ee-2dcf-4292-b16a-7a4c1f879c13,None,https://duyt4h9nfnj50.cloudfront.net/sku/6c116dc275e2966a7059cdd72e6a7d06,not-Coke,None,None,None
3cf873fe-5335-49ba-a6bb-22b22e77d4fc,None,https://d1ralsognjng37.cloudfront.net/8cff938f-d21b-455a-8d9e-7b809b405bfb,not-Coke,None,None,None
a0ea1455-2088-43a6-a209-bd303757b508,None,https://duyt4h9nfnj50.cloudfront.net/sku/d05ce40921bd7ee6795342fd22ddc60d,not-Coke,None,None,None
fe9dffe9-dd05-4547-89e5-1c1ed710fbab,None,https://d1ralsognjng37.cloudfront.net/b1445361-9be8-4fd5-9beb-6eab128755f8,not-Coke,Christchurch,American,coke
ae6df9e5-fcbd-4450-ba48-b8095e3287ab,None,https://d1ralsognjng37.cloudfront.net/ae0bfa2c-69b8-4222-a2ee-4b5a35c474e9,not-Coke,None,None,None
82990d84-d20d-4c55-a6c0-1e2aecc6a911,None,https://duyt4h9nfnj50.cloudfront.net/sku/74c94895451970a4c558c1fac479d160,not-Coke,None,None,None
8c9ac03d-2c4a-4161-96d9-3181785763cb,None,https://d1ralsognjng37.cloudfront.net/cef0e945-3b99-47f3-876e-27ef4fae8b08,not-Coke,Christchurch,American,coke
3e7e5339-6489-4dd0-8d37-8c37c3d0798d,None,https://d1ralsognjng37.cloudfront.net/c220b622-e242-4adc-93d0-178c3bfc1689,not-Coke,Melbourne,American,coke
e980d7d5-4a98-45cd-837c-e53d45d08b5f,None,https://d1ralsognjng37.cloudfront.net/3ef1d806-266f-4ac3-b86c-6c929d2339a6,not-Coke,None,None,None
9a3158f8-f377-4ecd-95bd-b99227ab09f4,None,https://d1ralsognjng37.cloudfront.net/a77281cf-fd94-4bb7-8085-32c93dabb09d,not-Coke,Melbourne,Other,coke
6e4e7b8c-4359-474c-a6ac-c61ddcbb0e62,None,https://duyt4h9nfnj50.cloudfront.net/sku/c6e657dbb23fe4180efad3624b3a88a1,not-Coke,None,None,None
2e69f3bb-e7ed-49f4-9591-a6fa98e8707c,None,https://duyt4h9nfnj50.cloudfront.net/sku/8c9dd2d2ae1b657f5c63ce5cfa45863e,not-Coke,Melbourne,Cafe,not-coke
017112b0-f684-484a-ac3d-b1c787541c83,None,https://duyt4h9nfnj50.cloudfront.net/sku/3ec8708537302e2f39ffeddbf7b91bfa,not-Coke,Melbourne,Cafe,not-coke
d054b5cd-1d5f-4629-b8dd-d0612e09c6b9,None,https://duyt4h9nfnj50.cloudfront.net/sku/f47292203c0685ba30496bc055213472,not-Coke,Perth,Sandwiches,not-coke
a64b3f37-8480-4e2b-bd7d-3b3774b1ee1a,None,https://duyt4h9nfnj50.cloudfront.net/sku/bbcfb4d8e3280c593a871ad8633d6d96,not-Coke,None,None,None
56e45a1a-77d2-45e6-87a4-d47956304779,None,https://duyt4h9nfnj50.cloudfront.net/sku/e814132c86b87f2336b85adc8a3f7175,not-Coke,None,None,None
8cc0d94d-3498-42e6-bdd7-f10a0bb1dddf,None,https://duyt4h9nfnj50.cloudfront.net/sku/28d8bbf95a255d5a5b7965fccd3c57fb,not-Coke,None,None,None
6615180f-669a-4c54-a985-6be88127d883,None,https://duyt4h9nfnj50.cloudfront.net/sku/324b576158684986ef93c53074de99f7,not-Coke,None,None,None
54502dca-cde2-4c2c-a044-ab7dfc0863ae,None,https://duyt4h9nfnj50.cloudfront.net/sku/6fc51062128419f16143dda3d35cb29f,not-Coke,None,None,None
b5023859-ea89-42a9-9532-e01a892124f9,None,https://duyt4h9nfnj50.cloudfront.net/sku/485614f281a378ea9779a0b31f601712,not-Coke,None,None,None
64cf3746-ac5e-41de-9ec3-a33c52548da4,None,https://duyt4h9nfnj50.cloudfront.net/sku/f0fd2c59a7313b7d469492173d2006ed,not-Coke,Perth,Cafe,coke
85138ecf-4345-40df-8fcc-43ad99096d1e,None,https://duyt4h9nfnj50.cloudfront.net/sku/06b12aefbd2160d52c6f6195de5c998b,not-Coke,None,None,None
d079a32a-da42-4b65-a0eb-1c594b77db05,None,https://duyt4h9nfnj50.cloudfront.net/sku/e1d181649cb97eb599ba1ef8dbb6b359,not-Coke,None,None,None
9835e733-b72c-429a-b9ef-ae9b5e277c25,None,https://duyt4h9nfnj50.cloudfront.net/sku/61e8628e67375411c0c022518088f3a1,not-Coke,None,None,None
d91ff0c1-980e-472f-881b-63543a72c6ab,None,https://d1ralsognjng37.cloudfront.net/c2b0a0ef-6007-41b1-9585-4dad3dbaf179,not-Coke,Christchurch,Thai,coke
d4b8780c-8296-489a-9759-6d6d43fe74a7,None,https://duyt4h9nfnj50.cloudfront.net/sku/5429ff2e42cd7b8c921e0be135419b23,not-Coke,None,None,None
b9da735a-44cd-4182-a20a-4851637a6a32,None,https://duyt4h9nfnj50.cloudfront.net/sku/fb5329ec6cfada7d82112174a0b6c9ff,not-Coke,None,None,None
97c8702b-8211-44fd-9416-bf477d58ac0c,None,https://duyt4h9nfnj50.cloudfront.net/sku/5bd66f40a9e0ebde5c4855f19fad9dc3,not-Coke,None,None,None
37fee9c7-5bbf-4e31-be40-27633cf4595c,None,https://d1ralsognjng37.cloudfront.net/eec9f15f-ffae-4d06-9e24-72f0790a3a9d,not-Coke,Christchurch,American,coke
5b822389-c9ce-461e-8f35-63f3da463f32,None,https://d1ralsognjng37.cloudfront.net/9ef0f546-511b-4697-be38-7d870b0bc73b,not-Coke,None,None,None
3e074a71-fabe-4f22-bd99-fd6c11aed67e,None,https://duyt4h9nfnj50.cloudfront.net/sku/d0882a2eaf0b7e4bf62bd1a1d1610f09,not-Coke,Melbourne,Chinese,coke
5ee245c3-d18b-41e5-9145-03441ca3db8a,None,https://d1ralsognjng37.cloudfront.net/e3947cb7-012c-4d4b-8467-305f2b1ab7e7,not-Coke,None,None,None
7178f0f9-5f8c-440a-9c34-e2533c0ecf73,None,https://duyt4h9nfnj50.cloudfront.net/sku/651ae3994baa5dc56db6e65e12d4a6bb,not-Coke,Melbourne,Thai,not-coke
ab6dfe89-1ff1-4a0f-8a3a-75e1e711a002,None,https://duyt4h9nfnj50.cloudfront.net/sku/df7828f79eac8d499a4248c2e1e5e40c,not-Coke,None,None,None
fcc85129-98a5-4434-a44a-16ef187b729e,None,https://duyt4h9nfnj50.cloudfront.net/sku/f14afb257efeb6fc11528a03a1c67bd0,not-Coke,None,None,None
b772c1ef-dd7e-474d-a822-a005b6915215,None,https://d1ralsognjng37.cloudfront.net/292cc252-692b-4812-b799-555abc15caab,not-Coke,Christchurch,Japanese,not-coke
3f521c98-0090-4cf8-a192-27b073ac482e,None,https://duyt4h9nfnj50.cloudfront.net/sku/40cefb666a82066c10d2bae712bef03e,not-Coke,Melbourne,Italian,not-coke
5822dae4-f0d9-4e25-8a04-36e3d6d302cf,None,https://duyt4h9nfnj50.cloudfront.net/sku/6d0606fd97f4efd92e2b03b4a00a6b9b,not-Coke,None,None,None
3bcbf3f9-1c4e-4754-b0c8-7446c31de6f3,None,https://duyt4h9nfnj50.cloudfront.net/sku/a4057cd06a839b158dbc632be960622d,not-Coke,None,None,None
2d811f6a-bb52-4780-99f7-11671322b7ed,None,https://duyt4h9nfnj50.cloudfront.net/sku/d07c1bcf5798d6d482c3c66495da2488,not-Coke,Melbourne,Japanese,coke
54619d6f-8243-4ae2-bb4d-43e3dcd98074,None,https://duyt4h9nfnj50.cloudfront.net/sku/320bca6f122493d0c73d7a3230219ed1,not-Coke,Melbourne,Japanese,not-coke
abf0d5ec-944c-4bb2-824f-a873c7ea93ef,None,https://d1ralsognjng37.cloudfront.net/084ad83f-bc04-4286-b7a7-de6f2e95cdeb,not-Coke,None,None,None
b71d9d8e-a653-4475-890d-e6c37150884e,None,https://d1ralsognjng37.cloudfront.net/baab1298-cceb-4996-8a36-60128b304409,not-Coke,Melbourne,Japanese,coke
fe9dffe9-dd05-4547-89e5-1c1ed710fbab,None,https://d1ralsognjng37.cloudfront.net/2525d580-f7e6-4650-aafa-302f9de52a28,not-Coke,Christchurch,American,coke
96e26079-dc1b-47ca-9dfd-247f4f9c3fe4,None,https://duyt4h9nfnj50.cloudfront.net/sku/e1f5dbad6d6b2f68d543ca9104bffadb,not-Coke,None,None,None
a3b1c657-acc6-4a30-94e8-2ec9ee61b951,None,https://duyt4h9nfnj50.cloudfront.net/sku/9e00cfdc5eacdc939192546e7de91f28,not-Coke,None,None,None
cfb5ca1e-0665-4e89-b532-e2fbe75972d0,None,https://duyt4h9nfnj50.cloudfront.net/sku/e6617ef435f2c7ed367f4f7cda912bcc,not-Coke,None,None,None
20143196-f9e7-4b7b-861b-7ca4ec0564ce,None,https://duyt4h9nfnj50.cloudfront.net/sku/4f09d47dcedba8254c4ee52001a7911b,not-Coke,None,None,None
6d755287-07fd-4b48-bf05-62307946c6d8,None,https://duyt4h9nfnj50.cloudfront.net/sku/07f08eeef9c608b278d5cf1c37883f82,not-Coke,Perth,Healthy,not-coke
c3c24188-2bfc-4d1e-9a3a-9e7afd78e1ca,None,https://duyt4h9nfnj50.cloudfront.net/sku/faa62b69bd177a5e642f864a3a616a37,not-Coke,None,None,None
c25d5bdc-3aa5-4d14-b521-92d67a7b08e1,None,https://duyt4h9nfnj50.cloudfront.net/sku/cdc0e7baff84b7e8e7a323be8cbb7515,not-Coke,None,None,None
e4181e57-68b1-4ed1-b957-6bafbd31b9af,None,https://duyt4h9nfnj50.cloudfront.net/sku/de76902b1dea07e03b9be8ec5f734d4d,not-Coke,None,None,None
5df48a86-7c40-4e0d-a7e2-d787559c8395,None,https://duyt4h9nfnj50.cloudfront.net/sku/02f14b0ec7bf77ee90e695bfa2f8c8f5,not-Coke,None,None,None
3176a8ce-50bc-49a9-a7b3-e6ac0ff59539,None,https://d1ralsognjng37.cloudfront.net/bccdaea4-eea5-4fc8-b1d7-34a6f84cb3e9,not-Coke,Christchurch,Thai,coke
5ee245c3-d18b-41e5-9145-03441ca3db8a,None,https://d1ralsognjng37.cloudfront.net/e5f16776-ca60-4a47-910e-db300f76ddbe,not-Coke,None,None,None
e44d90f4-d735-445d-ba70-99b71bfdf536,None,https://duyt4h9nfnj50.cloudfront.net/sku/622f0e2028bd934d90e531d229d3064f,not-Coke,None,None,None
73a7a4f8-68a1-4af6-8c5b-ef5e107d0c9d,None,https://duyt4h9nfnj50.cloudfront.net/sku/7db2a3713d22dcae82896675a8678a3c,not-Coke,None,None,None
0bff8f45-b618-4dcf-9c87-180ac2239687,None,https://duyt4h9nfnj50.cloudfront.net/sku/f327c0221c6f440a4c1dac8bafe832ac,not-Coke,None,None,None
e6853022-4ef1-406a-8e69-8d7ed55a1723,None,https://duyt4h9nfnj50.cloudfront.net/sku/6f2c3cf01a9f716ff7ebc517363329b1,not-Coke,Melbourne,Japanese,coke
9eee6eef-9570-4833-aaa3-e8678609b174,None,https://duyt4h9nfnj50.cloudfront.net/sku/64353320db3cc109d19ee8a4473800db,not-Coke,Melbourne,Chinese,not-coke
6e6306d8-c0de-48a4-8fe5-72d7c5ba57c2,None,https://duyt4h9nfnj50.cloudfront.net/sku/e3c966e6b3b41c81e032ea8ebbecf3ee,not-Coke,None,None,None
3eff4092-9fee-4bb0-8c42-9b87b0552f23,None,https://duyt4h9nfnj50.cloudfront.net/sku/69ec8ce730b5fb4ff3861e8b86b9d0ed,not-Coke,None,None,None
e4fa98eb-4588-4cae-b548-e6037c7532c1,None,https://duyt4h9nfnj50.cloudfront.net/sku/81b061e8f17f9f731bdbf82b49c3af6c,not-Coke,None,None,None
f9f0ccda-3642-492d-bf22-67c33978503b,None,https://duyt4h9nfnj50.cloudfront.net/sku/c3c5c9936d5eb29d136f12e8767dd482,not-Coke,None,None,None
05ab80e6-31cd-4b20-b095-23596934f946,None,https://duyt4h9nfnj50.cloudfront.net/sku/81838334282fd6657168ed4dbb892da2,not-Coke,Perth,American,coke
54502dca-cde2-4c2c-a044-ab7dfc0863ae,None,https://duyt4h9nfnj50.cloudfront.net/sku/a73e476aebd942bbe9183734f524c911,not-Coke,None,None,None
6f10753e-c9c0-4b2b-bbe1-cd762d66be03,None,https://duyt4h9nfnj50.cloudfront.net/sku/7ae030307d0d3e805d8b2e9ae778a69e,not-Coke,None,None,None
63088cc6-9176-477a-a59f-98d60f5bc3c0,None,https://duyt4h9nfnj50.cloudfront.net/sku/5cca4903cc0e017034612efe5778f11f,not-Coke,Perth,American,not-coke
517fed6b-bced-44b9-92ce-36be0e82fe70,None,https://d1ralsognjng37.cloudfront.net/ea3bb465-5d1d-4955-be58-8c6da24c566e,not-Coke,None,None,None
2d567f78-822d-4961-b063-16d1cb15b9e4,None,https://duyt4h9nfnj50.cloudfront.net/sku/60484f23119446b14b7130276560cf05,not-Coke,None,None,None
7f776b12-49b8-4056-9611-7f52ef5c4a34,None,https://duyt4h9nfnj50.cloudfront.net/sku/7795546dad5aaf2ad5c6f22f3fe6329f,not-Coke,None,None,None
bb55f565-f53a-49b9-94f4-37bf410619ab,None,https://duyt4h9nfnj50.cloudfront.net/sku/a409f5c64297229dc222a1f3b4184718,not-Coke,None,None,None
a64b3f37-8480-4e2b-bd7d-3b3774b1ee1a,None,https://duyt4h9nfnj50.cloudfront.net/sku/6ba5e82d7df96d935a1338d751b906f4,not-Coke,None,None,None
064aa8e2-c9f2-4504-9788-2c017af3ca56,None,https://duyt4h9nfnj50.cloudfront.net/sku/c616004408cf47e0f719a4cc6b36363a,not-Coke,None,None,None
fbd5a3bf-49d1-4b9a-ba6f-f8313df4fa21,None,https://duyt4h9nfnj50.cloudfront.net/sku/8de5f3b123d1cc5da103feebd201efb0,not-Coke,Melbourne,Other,not-coke
26368ec8-b21b-4cfe-af82-10fcee33de15,None,https://duyt4h9nfnj50.cloudfront.net/sku/9b6eb0ea8a83a5a463b5dda54db7bc20,not-Coke,None,None,None
37fee9c7-5bbf-4e31-be40-27633cf4595c,None,https://d1ralsognjng37.cloudfront.net/0b633acd-c873-4d67-842b-88f39fa9f138,not-Coke,Christchurch,American,coke
c4f9828a-1e61-4ce9-b353-937f1d29e6a0,None,https://d1ralsognjng37.cloudfront.net/a27625fe-4d50-4b93-8493-95947cfe8b3b,not-Coke,None,None,None
